doc_id,token_id,token_text,c_id
94,13,216,2
94,14,308,2
94,15,05,2
94,16,55,2
94,17,44,11
94,18,200,11
94,19,Gram,11
94,20,Tvv6wuG23v,11
95,1,Eridik,9
95,2,Beyran,11
95,3,Kimyon,11
95,4,Ýstanbul,8
95,5,Moda,11
95,6,KadifeSokak,4
95,7,beyran,10
95,8,jx50JySyxb,5
96,1,Vakti,11
96,2,gelmiþti,11
96,3,Et,11
96,4,Döner,8
96,5,Parça,8
96,6,Ýstanbul,5
96,7,Beþiktaþ,5
96,8,ElURgTnbfS,11
97,1,Etçiler,11
97,2,burada,11
97,3,mý,11
97,4,Shatobiryan,10
97,5,Shato,11
97,6,Steakhouse,11
97,7,Ýstanbul,11
97,8,Yýldýrým,11
97,9,Bayrampaþa,8
97,10,4qESO0xB5f,5
98,1,TCMB,7
98,2,KAPASÝTE,11
98,3,KULLANIM,11
98,4,ORANI,11
98,5,MART,3
98,6,TA,11
98,7,YÜZDE,11
98,8,77,11
98,9,8,11
98,10,ÖNCEKÝ,11
99,1,BORSA,11
99,2,ÝSTANBUL,8
99,3,GÜNÜ,11
99,4,YÜZDE,11
99,5,1,11
99,6,51,11
99,7,ORANINDA,11
99,8,DÜÞÜÞLE,11
99,9,115,11
99,10,BÝN,11
99,11,450,11
99,12,PUANDAN,11
99,13,TAMAMLADI,9
100,1,Polis,8
100,2,koleji,8
100,3,sýnavýnda,11
100,4,usulsüzlük,9
100,5,operasyonu,9
100,6,rsYTMkyAjX,11
100,7,5nPnlkH7aF,11
101,1,Çakar,9
101,2,kontrolü,9
101,3,engellenip,11
101,4,açýða,11
101,5,alýnan,11
101,6,polisten,6
101,7,suç,11
101,8,duyurusu,11
101,9,ccwzPsEpLW,11
101,10,fBDjS2bu1h,11
102,1,Ýsrail,5
102,2,de,11
102,3,askerlik,6
102,4,krizi,11
102,5,LAwMWjsmS7,11
102,6,hmGiNLRL5T,11
103,1,Putin,10
103,2,muhalif,11
103,3,isim,11
103,4,Ýngiltere,8
103,5,de,11
103,6,ölü,11
103,7,bulundu,9
103,8,4mTHepzSU1,5
103,9,VXM3Dkdoho,5
104,1,Fenerbahçe,7
104,2,den,11
104,3,Alex,10
104,4,açýklamasý,11
104,5,EE2lyeyq6I,11
104,6,cd5GUqVAuu,11
105,1,ABD,8
105,2,Türkiye,8
105,3,ile,11
105,4,Afrin,8
105,5,sorununu,11
105,6,çözmeye,9
105,7,çalýþýyoruz,9
105,8,eaepiPMxB3,11
105,9,JUB7QYnCbs,11
106,1,Çiftlik,7
106,2,Bank,7
106,3,ýn,11
106,4,CEO,6
106,5,su,11
106,6,bir,11
106,7,zamanlar,11
106,8,isyankar,11
106,9,rapçiymiþ,6
106,10,sZk4DFbxBl,11
106,11,Pa7e9DdOxm,11
107,1,Yolcu,11
107,2,býçaklayan,11
107,3,taksiciye,6
107,4,1,11
107,5,5,11
107,6,yýl,11
107,7,hapis,9
107,8,cezasý,9
107,9,istendi,9
107,10,fnpToJLYKP,11
107,11,jWRfPvP4mo,11
108,1,Fenerbahçe,10
108,2,Zalgiris,10
108,3,Kaunas,10
108,4,ý,11
108,5,maðlup,11
108,6,etti,9
108,7,75ZJIqG9Cg,5
108,8,aeDUz1bJup,5
109,1,ABD,5
109,2,de,11
109,3,silahlý,9
109,4,saldýrý,9
109,5,Rehineler,11
109,6,var,11
109,7,gELVoSvXcR,11
109,8,Am8Y1Za7yu,11
110,1,Morgan,10
110,2,Stanley,10
110,3,Dolar,11
110,4,zayýflayacak,11
110,5,QxJLGBlRDz,11
110,6,BLQ7yTH8gI,11
111,1,Emekliye,11
111,2,224,11
111,3,TL,11
111,4,zam,11
111,5,djTIAcfnIP,11
111,6,DnHihZhebD,11
112,1,TSK,7
112,2,Cinderes,8
112,3,merkezini,11
112,4,ele,11
112,5,geçirdi,11
112,6,fpdpTuJiwn,11
112,7,PipDFuxQg4,11
113,1,Raci,10
113,2,Þaþmaz,9
113,3,Denge,10
113,4,de,11
113,5,alým,9
113,6,yapýyor,9
113,7,IgB6bSZ0JS,11
113,8,O2PfcoAe5z,11
114,1,ÖÝB,11
114,2,o,11
114,3,ihale,11
114,4,için,11
114,5,yeniden,11
114,6,süre,11
114,7,uzattý,11
114,8,RzaqzMndF3,5
114,9,MNzpZtvUNs,5
115,1,Dallas,8
115,2,Fed,11
115,3,Baþkaný,11
115,4,ndan,11
115,5,NAFTA,11
115,6,uyarýsý,11
115,7,cprQUjeOH6,5
115,8,DtfewSRYum,5
116,1,Türk,10
116,2,dizilerinin,11
116,3,yayýndan,11
116,4,kaldýrýlýþýnda,9
116,5,Prens,11
116,6,parmaðý,11
116,7,mý,11
116,8,var,9
116,9,ls0bwgMxmr,5
116,10,HG7MECFyTQ,5
117,1,Teþvik,11
117,2,döneminde,11
117,3,1,11
117,4,milyonu,11
117,5,aþkýn,11
117,6,istihdam,9
117,7,gerçekleþti,9
117,8,UGomlYV5zQ,11
117,9,kafWEoIZE1,11
118,1,Sivas,8
118,2,taki,11
118,3,FETÖ,11
118,4,cüler,11
118,5,tutuklandý,9
118,6,6v2m5kyMgx,11
118,7,8biiaoypbh,11
119,1,Trump,10
119,2,a,11
119,3,Amerikan,10
119,4,iþ,11
119,5,dünyasýndan,11
119,6,ek,11
119,7,gümrük,11
119,8,vergisi,11
119,9,tepkisi,9
119,10,4fTdElQenU,5
119,11,wsAvq1DEim,5
120,1,Erdoðan,10
120,2,2348,11
120,3,terörist,11
120,4,etkisiz,11
120,5,hale,11
120,6,getirildi,9
120,7,ujGq4Buh9e,5
120,8,10pm6b6KF1,5
121,1,BORSA,11
121,2,ÝSTANBUL,8
121,3,GÜNÜ,11
121,4,YÜZDE,11
121,5,0,11
121,6,66,11
121,7,ORANINDA,11
121,8,DÜÞÜÞLE,11
121,9,116,11
121,10,BÝN,11
121,11,859,11
121,12,PUANDAN,11
121,13,KAPADI,9
122,1,Salih,10
122,2,Müslim,11
122,3,her,11
122,4,durakta,11
122,5,kýrmýzý,11
122,6,bülten,11
122,7,cwmpGWhm3D,5
122,8,mK3AZpd5gQ,5
123,1,Bosna,5
123,2,Hersek,5
123,3,EBRD,7
123,4,den,11
123,5,750,11
123,6,milyon,11
123,7,euro,11
123,8,kredi,11
123,9,rMd8Mxxo0w,11
123,10,fSheKOSavS,11
124,1,Akdað,11
124,2,çocuk,11
124,3,istismarýnda,11
124,4,öngörülen,11
124,5,cezayý,11
124,6,açýkladý,11
124,7,1HYK0GQO7N,11
124,8,H3dIfU8yB7,11
125,1,KRGYO,11
125,2,Karlýlýðý,11
125,3,azaldý,11
125,4,zAetWnXMOW,11
125,5,47K89xQFS4,11
126,1,Arap,11
126,2,basýnýndan,11
126,3,müthiþ,11
126,4,takas,11
126,5,iddiasý,11
126,6,2XUZx5E0jt,11
126,7,6K2AlMz8z1,11
127,1,Tahliye,9
127,2,edildi,9
127,3,ABD,8
127,4,ye,11
127,5,kaçtý,9
127,6,cJ8eGqx4Ti,5
127,7,F9UTrW1O36,5
128,1,Borsa,7
128,2,Ýstanbul,7
128,3,yükseliþle,11
128,4,açýldý,11
128,5,XkzeYUetO1,11
128,6,NMMxj6XGs0,11
129,1,BORSA,7
129,2,ÝSTANBUL,7
129,3,GÜNÜ,11
129,4,YÜZDE,11
129,5,1,11
129,6,08,11
129,7,ORANINDA,11
129,8,YÜKSELÝÞLE,11
129,9,118,11
129,10,BÝN,11
129,11,791,11
129,12,PUANDAN,11
129,13,KAPADI,11
130,1,CHP,7
130,2,den,11
130,3,istifa,11
130,4,edip,11
130,5,AK,7
130,6,Parti,7
130,7,ye,11
130,8,geçtiler,11
130,9,T85AzpRNZI,11
130,10,ANO3EhVKYG,11
131,1,Metro,7
131,2,Holding,7
131,3,2017,3
131,4,karý,11
131,5,bir,11
131,6,önceki,11
131,7,yýla,11
131,8,göre,11
131,9,397,11
131,10,arttý,11
131,11,sloMSddi8M,11
131,12,i9oG50NKf5,11
132,1,Milyonlarý,11
132,2,ilgilendiren,11
132,3,düzenleme,11
132,4,haftaya,3
132,5,Meclis,8
132,6,te,11
132,7,wfc4e35wiD,11
132,8,cLjbscebGL,11
133,1,1,11
133,2,milyon,11
133,3,dolarlýk,11
133,4,tarihi,11
133,5,eser,11
133,6,operasyonu,11
133,7,IlUzYBKqdj,11
133,8,sT7WL5n8AH,11
134,1,Ali,10
134,2,Koç,10
134,3,Aziz,10
134,4,Yýldýrým,10
134,5,a,11
134,6,meydan,11
134,7,okudu,11
134,8,GFlbLLfhJS,11
134,9,EaxfXI8NKZ,11
135,1,ABD,8
135,2,borsalarý,11
135,3,düþtü,9
135,4,küresel,11
135,5,piyasalar,11
135,6,karýþýk,11
135,7,seyretti,9
135,8,cznncCvKBl,5
135,9,zJDEppGmmn,5
136,1,Rekor,11
136,2,2017,3
136,3,de,11
136,4,1,3
136,5,milyon,11
136,6,323,3
136,7,bin,11
136,8,konuta,11
136,9,ruhsat,11
136,10,zJeu3o269C,5
136,11,Hq1N4vfo1L,5
137,1,Ýttifakýn,11
137,2,ince,11
137,3,ayrýntýlarý,11
137,4,D2hjUILa5E,5
137,5,ydE58t4YOC,5
138,1,Erdoðan,10
138,2,ile,11
138,3,Putin,10
138,4,görüþtü,9
138,5,jUUV0C0kb8,5
138,6,XpfueD5zUa,5
139,1,Türkiye,5
139,2,de,11
139,3,ilk,11
139,4,kez,11
139,5,Yerli,11
139,6,þanzýman,11
139,7,o3rTn3E8gp,11
139,8,EkP8kPJYy9,11
140,1,Balkaya,11
140,2,Pastanesi,8
140,3,Balýkesir,8
140,4,bugunnereyegitsem,9
140,5,6HwE9WtbAc,11
141,1,Maharet,8
141,2,Döner,8
141,3,Ýzmir,5
141,4,Bayraklý,5
141,5,bugunnereyegitsem,11
141,6,maharetdoner,11
141,7,YdSBHqsVTY,11
142,1,Manufaktura,11
142,2,Belgrade,8
142,3,bugunnereyegitsem,4
142,4,b4zEBgByS0,11
143,1,Daha,11
143,2,iyisi,11
143,3,yok,11
143,4,Öz,8
143,5,Ýkizler,8
143,6,Künefe,8
143,7,Gaziantep,5
143,8,bugunnereyegitsem,11
143,9,2BgJqE5IeS,11
144,1,Ýmam,8
144,2,Çaðdaþ,8
144,3,Gaziantep,5
144,4,bugunnereyegitsem,11
144,5,19F61Vb0Y9,11
145,1,Gönül,11
145,2,Kahvesi,11
145,3,Caddebostan,8
145,4,bugunnereyegitsem,4
145,5,FmPgYytp9u,5
146,1,Kemal,10
146,2,Usta,11
146,3,Waffle,11
146,4,Erenköy,8
146,5,bugunnereyegitsem,4
146,6,Waffles,11
146,7,gIQr87ge20,11
147,1,The,8
147,2,Galliard,8
147,3,Etiler,5
147,4,bugunnereyegitsem,11
147,5,ersinsuzer,11
147,6,thegalliard,11
147,7,14subat,3
147,8,GALLIARD,11
147,9,6p2fD8WDds,11
148,1,Nar,11
148,2,Bahçesi,11
148,3,Çengelköy,8
148,4,bugunnereyegitsem,4
148,5,narbahcesicafe,8
148,6,r1orYJZxnY,11
149,1,iyigeceler,11
149,2,arkadaslarinizietiketleyin,11
149,3,y7QWZBGEPL,11
150,1,3,11
150,2,Adamý,11
150,3,Ýzleyenler,9
150,4,el,11
150,5,kaldýrsýn,11
150,6,Sur,11
150,7,Yapý,11
150,8,Exen,7
150,9,Ýstanbul,8
150,10,Yp1U9qsQti,5
151,1,Lacivert,11
151,2,Restaurant,11
151,3,Anadoluhisarý,8
151,4,bugunnereyegitsem,4
151,5,ZyMyt7zH1m,11
152,1,Sevdiklerinizi,11
152,2,Mutlu,11
152,3,Edin,9
152,4,ciceksepeti,4
152,5,bng,11
152,6,yiuql5aTYx,5
153,1,Cumartesi,11
153,2,klasiði,11
153,3,Dürümcü,8
153,4,Emmi,11
153,5,de,11
153,6,Beyran,11
153,7,euovdrRcg4,11
154,1,Sapphire,8
154,2,Istanbul,8
154,3,4,11
154,4,Levent,5
154,5,bugunnereyegitsem,11
154,6,bng,11
154,7,Ýstanbul,5
154,8,GvimGwsgPJ,11
155,1,Sapphire,11
155,2,Istanbul,8
155,3,bugunnereyegitsem,4
155,4,Ýstanbul,11
155,5,Seyir,11
155,6,Terasi,11
155,7,TOM98qVGt0,5
156,1,Rumeli,10
156,2,Çikolatacýsý,10
156,3,Acibadem,8
156,4,bugunnereyegitsem,11
156,5,bng,11
156,6,Iftar,10
156,7,sonrasý,11
156,8,ziyarete,11
156,9,geldik,11
156,10,Bekleriz,11
156,11,GDOHd367kJ,11
157,1,34,11
157,2,5,11
157,3,Ege,11
157,4,Fast,11
157,5,Food,11
157,6,Koþuyolu,11
157,7,bugunnereyegitsem,4
157,8,bng,11
157,9,seuhL2aRiV,5
158,1,Keþke,11
158,2,hep,11
158,3,böyle,11
158,4,olsan,11
158,5,Allahkabuletsin,9
158,6,istanbul,8
158,7,mkFFlo8JAn,5
159,1,Sahurda,3
159,2,Nerdesiniz,11
159,3,Varyap,11
159,4,Meridian,11
159,5,C,11
159,6,blok,11
159,7,vsSim0yiSL,11
160,1,Godiva,8
160,2,Akasya,7
160,3,Avm,7
160,4,bugunnereyegitsem,11
160,5,bng,11
160,6,G4hQH2sorl,11
161,1,Koþuyoluna,11
161,2,böyle,11
161,3,bir,11
161,4,mekan,11
161,5,lazýmdý,11
161,6,hayýrlý,11
161,7,olsun,11
161,8,Sherbet,8
161,9,Koþuyolu,5
161,10,bugunnereyegitsem,11
161,11,NbzdkAt36d,11
162,1,Sole,8
162,2,Mare,8
162,3,Çeþme,5
162,4,bugunnereyegitsem,11
162,5,cesmesolemare,11
162,6,MPqXrraV8g,11
163,1,Herþey,11
163,2,için,11
163,3,teþekkürler,11
163,4,güzeeeeeeeeeeel,11
163,5,insan,11
163,6,aysehatunonal11,4
163,7,Sheraton,8
163,8,Bursa,8
163,9,wyO5fSckpf,11
164,1,Pazar,9
164,2,Kahvaltýsý,9
164,3,Cookline,8
164,4,Pancake,8
164,5,Baðdat,5
164,6,Caddesi,5
164,7,Þaþkýnbakkal,5
164,8,bng,11
164,9,bugunnereyegitsem,11
164,10,wTPuwUAXGE,11
165,1,LIVE,11
165,2,on,11
165,3,Periscope,11
165,4,Süpermoms,11
165,5,Þenliði,11
165,6,Maltepe,11
165,7,Cevahir,8
165,8,Otel,11
165,9,yewwe1cts6,5
166,1,Kemal,10
166,2,Usta,10
166,3,Waffle,11
166,4,Mado,7
166,5,bugunnereyegitsem,11
166,6,bng,11
166,7,kemalustawaffle,11
166,8,Waffles,11
166,9,Moda,11
166,10,ywGwZS3BJW,11
167,1,Kimler,11
167,2,burada,11
167,3,olmak,11
167,4,ister,11
167,5,wBONrowZlg,11
168,1,Mado,11
168,2,Emirgan,8
168,3,bugunnereyegitsem,11
168,4,bng,11
168,5,MADO,7
168,6,http,11
168,7,WYDOx3FWiS,5
169,1,Cookline,11
169,2,Pancake,11
169,3,Baðdat,8
169,4,Caddesi,11
169,5,Þaþkýnbakkal,11
169,6,bng,11
169,7,bugunnereyegitsem,4
169,8,bagdatcaddesi,11
169,9,cookline,11
169,10,http,11
169,11,K7MwfzCq24,5
170,1,Ankara,5
170,2,ya,11
170,3,doðru,11
170,4,yola,11
170,5,çýktýk,11
170,6,akþam,11
170,7,yemegine,11
170,8,nereye,11
170,9,gidelim,11
170,10,önerileri,11
170,11,alalým,11
170,12,http,11
170,13,2jAgemNcri,11
171,1,Aný,11
171,2,Yakala,11
171,3,http,11
171,4,6GF4QM5gpC,11
172,1,Gazebo,11
172,2,Cafe,8
172,3,amp,11
172,4,Restaurant,8
172,5,bugunnnereyegitsem,5
172,6,bng,11
172,7,gazebo,11
172,8,http,11
172,9,k1k4BpY2QO,11
173,1,Kahvaltý,11
173,2,önerimiz,11
173,3,The,8
173,4,Mono,8
173,5,Restaurant,8
173,6,Sakarya,5
173,7,bugunnereyegitsem,11
173,8,günaydýn,11
173,9,sakarya,11
173,10,kahvaltý,11
173,11,http,11
173,12,bxNraATuTP,11
174,1,Eataly,8
174,2,Zorlu,7
174,3,Center,7
174,4,bugunnereyegitsem,11
174,5,eataly,11
174,6,zorlucenter,11
174,7,http,11
174,8,DaN1kAjeiz,11
175,1,Akþam,3
175,2,yemegi,3
175,3,önerimiz,11
175,4,Çömlek,8
175,5,Çamlýca,8
175,6,bugunnereyegitsem,11
175,7,çömlek,11
175,8,Kurufasulye,11
175,9,http,11
175,10,DPeXkQvfAh,11
176,1,Tatlý,11
176,2,önerimiz,11
176,3,Cara,11
176,4,amp,11
176,5,Mocca,11
176,6,Koþuyolu,8
176,7,bugunnereyegitsem,4
176,8,http,5
176,9,sOiKcomElJ,5
177,1,Harika,11
177,2,sunumlarýyla,11
177,3,þýk,11
177,4,dekorasyonuyla,11
177,5,Fiyonk,11
177,6,Bakery,11
177,7,bugunnereyegitsem,4
177,8,fiyonkbakery,11
177,9,http,11
177,10,S7zBiM3usp,5
178,1,Kýzýnýn,11
178,2,doðduðu,11
178,3,gün,11
178,4,annesi,11
178,5,öldü,9
178,6,iki,11
178,7,oðlu,11
178,8,yoðun,11
178,9,bakýmda,11
178,10,dKEU2TcRey,11
178,11,pNjsJ2YhaD,11
179,1,Kendisine,11
179,2,tecavüz,4
179,3,eden,11
179,4,kiþiyi,11
179,5,öldüren,9
179,6,Nevin,10
179,7,Yýldýrým,10
179,8,için,11
179,9,karar,11
179,10,verildi,9
179,11,M1vLVolRze,11
179,12,4yNKPFrieK,11
180,1,Çavuþoðlu,10
180,2,ndan,11
180,3,Merkel,10
180,4,yanýt,11
180,5,YPG,11
180,6,ile,11
180,7,ayný,11
180,8,üslup,11
180,9,Oin4k8cGKm,11
181,1,Konya,5
181,2,da,11
181,3,194,11
181,4,ton,11
181,5,10,11
181,6,numara,11
181,7,yað,11
181,8,ele,11
181,9,geçirildi,11
181,10,1BdwEAShVo,11
181,11,AlASNzC5wT,11
182,1,Belediye,6
182,2,Baþkanýnýn,6
182,3,makam,11
182,4,odasýnda,11
182,5,beylik,11
182,6,sancaðý,11
182,7,IHdsjtlfz6,11
182,8,arV0jQSK7H,11
183,1,cnnturksndakika,11
183,2,SONDAKÝKA,11
183,3,Ýstanbul,8
183,4,Esenyurt,8
183,5,ta,11
183,6,silahlý,11
183,7,saldýrý,9
183,8,e7rUD94deC,11
183,9,EmeMd0tFim,11
184,1,CNNTURKSpor,4
184,2,Kyle,10
184,3,Korver,10
184,4,ýn,11
184,5,kardeþi,11
184,6,hayatýný,11
184,7,kaybetti,9
184,8,u4Yt5kVp3x,5
184,9,jROYktb0CA,5
185,1,Çavuþoðlu,10
185,2,ABD,5
185,3,nin,11
185,4,açýklamasýna,11
185,5,yanýt,11
185,6,verdi,11
185,7,m6Jw2ukCQY,11
186,1,Afrin,5
186,2,de,11
186,3,teröristlerin,11
186,4,tünelleri,11
186,5,görüntüledi,11
186,6,yrv9d58u0k,11
187,1,Cumhurbaþkaný,11
187,2,Erdoðan,10
187,3,AK,11
187,4,Parti,11
187,5,li,11
187,6,45,11
187,7,milletvekiliyle,11
187,8,görüþüyor,9
187,9,ha0OnI8Ooe,5
187,10,S1KBBdDjS6,5
188,1,Türk,4
188,2,bayraðýna,11
188,3,bastýðý,11
188,4,fotoðrafý,11
188,5,paylaþmýþtý,11
188,6,tutuklandý,9
188,7,N4FbhZXVvc,11
188,8,DDE01bfeRX,11
189,1,Fransa,5
189,2,da,11
189,3,üniversiteye,8
189,4,kayyum,9
189,5,atandý,9
189,6,l0rRYNE4AI,11
189,7,VmVnBGCjtQ,11
190,1,Irak,11
190,2,ta,11
190,3,baharýn,11
190,4,baþlangýcýný,11
190,5,simgeleyen,11
190,6,Nevruz,11
190,7,bayramý,11
190,8,kutlandý,11
190,9,yüzlerce,11
190,10,kiþi,11
190,11,meþalelerle,11
190,12,Akre,11
190,13,Tepesi,11
190,14,ne,11
190,15,çýktý,11
190,16,QOXcG10ofm,5
190,17,ApfjaLM8sZ,5
191,1,Mehmed,10
191,2,Bir,11
191,3,Cihan,8
191,4,Fatihi,10
191,5,dizisinde,11
191,6,Kosova,8
191,7,Muharebesi,9
191,8,nefesleri,11
191,9,kesti,9
191,10,xqkhaiUWom,11
192,1,CNNTURKSpor,7
192,2,Eczacýbaþý,9
192,3,finale,9
192,4,çýktý,9
192,5,ZTlI77eg8w,11
192,6,whBzCyvpZq,11
193,1,Halk,8
193,2,otobüsünde,8
193,3,iðrenç,11
193,4,olay,11
193,5,Üniversitelileri,11
193,6,taciz,9
193,7,edip,9
193,8,mastürbasyon,11
193,9,yaptý,11
193,10,ZPoHf0YGf0,11
193,11,Isqp3QatvM,11
194,1,Üsküdar,5
194,2,ýn,11
194,3,bakkal,11
194,4,Kanber,10
194,5,amcasý,11
194,6,Ýyilik,9
194,7,Ödülleri,9
194,8,töreninde,11
194,9,ödüle,11
194,10,layýk,11
194,11,görülmüþtü,11
194,12,q9YsEdVdpF,11
195,1,cnnturkrenk,4
195,2,Elon,10
195,3,Musk,10
195,4,tan,11
195,5,þaþýrtan,9
195,6,açýklama,11
195,7,Babam,11
195,8,bir,11
195,9,þeytan,11
195,10,WRUT17YhMW,5
195,11,665AwZ1Ygo,5
196,1,Davutoðlu,10
196,2,ÝBB,10
196,3,Baþkanlýðý,11
196,4,na,11
196,5,aday,11
196,6,olacaðý,11
196,7,yolundaki,11
196,8,iddiaya,11
196,9,yanýt,11
196,10,verdi,9
196,11,wreN8VssOB,5
196,12,5HgvZEuEWk,5
197,1,Muhalif,11
197,2,Rus,10
197,3,iþ,11
197,4,adamý,11
197,5,Londra,8
197,6,da,11
197,7,boðularak,9
197,8,öldürüldü,9
197,9,qHFtxxpECF,5
197,10,gXE5rhLdep,5
198,1,Genelkurmay,8
198,2,arþivinden,11
198,3,Çanakkale,9
198,4,Zaferi,9
198,5,fotoðraflarý,11
198,6,EfS97AzTv6,11
198,7,k2Dao6b0xp,11
199,1,Bakanlýk,8
199,2,harekete,11
199,3,geçti,11
199,4,Çiftlik,7
199,5,Bank,7
199,6,tan,11
199,7,sonra,11
199,8,sýrada,11
199,9,Çýlgýn,7
199,10,Tavuklar,7
199,11,var,11
199,12,7d89vkzgWE,11
199,13,8ZRCGTmtoK,11
200,1,Kaza,11
200,2,yaptý,9
200,3,yaralý,11
200,4,arkadaþlarýný,11
200,5,býrakýp,11
200,6,kaçtý,9
200,7,BGVyUAn87B,5
200,8,wJa8dYBZfu,5
201,1,Afrin,5
201,2,þehir,5
201,3,merkezine,5
201,4,Türk,9
201,5,bayraðý,9
201,6,asýldý,9
201,7,phnXbR5x0G,11
201,8,EdaMvoSfvK,11
202,1,cnnturkrenk,7
202,2,Özcan,10
202,3,Deniz,10
202,4,ile,11
202,5,Feyza,10
202,6,Aktan,10
202,7,evlendi,9
202,8,Ýþte,8
202,9,ilk,9
202,10,fotoðraflar,11
202,11,AVfEMU1utX,11
202,12,8JoFrfZGX7,11
203,1,Çanakkale,11
203,2,de,11
203,3,bu,11
203,4,yollar,11
203,5,kapatýlacak,9
203,6,TTGligsnAK,5
203,7,vlaAnLnEfz,5
204,1,Bahçelievler,5
204,2,de,11
204,3,iki,11
204,4,araba,11
204,5,kundaklandý,9
204,6,UbarLpQJNT,11
204,7,SdlNmZ76dF,11
205,1,Çanakkale,8
205,2,de,11
205,3,bu,11
205,4,yollar,11
205,5,kapatýlacak,9
205,6,TTGligsnAK,5
205,7,JGAnYdypP4,5
206,1,Polis,11
206,2,kaçan,11
206,3,þüphelilerin,11
206,4,attýðý,11
206,5,uyuþturucu,11
206,6,maddeleri,11
206,7,tek,11
206,8,topladý,9
206,9,ZkVakD0uaj,5
206,10,VUxycewzS7,5
207,1,Lise,11
207,2,öðrencilerinden,11
207,3,Mehmetçik,11
207,4,destek,11
207,5,3KwmxZUfZL,11
207,6,92ufobk5QE,11
208,1,CHP,11
208,2,li,11
208,3,Haluk,10
208,4,Pekþen,11
208,5,Bu,11
208,6,ittifak,11
208,7,yasasý,11
208,8,kanuna,11
208,9,karþý,11
208,10,hile,11
208,11,ITIw8lCpVL,5
208,12,TSYByEqQF2,5
209,1,CNNTURKKSanat,4
209,2,Eski,11
209,3,sevgili,11
209,4,sizinle,11
209,5,ayný,11
209,6,gün,11
209,7,yan,11
209,8,salonda,11
209,9,evlenirse,9
209,10,NGzbmgpvN8,5
210,1,CNNTURKSpor,7
210,2,Beþiktaþ,5
210,3,ýn,11
210,4,115,11
210,5,yýl,11
210,6,formasý,11
210,7,ortalýðý,11
210,8,karýþtýrdý,11
210,9,4b6uwEjkb9,11
210,10,ItJ6u1VLv0,11
211,1,18,3
211,2,Mart,3
211,3,Miladi,3
211,4,takvim,11
211,5,ne,11
211,6,göre,11
211,7,yýlýn,11
211,8,77,11
211,9,artýk,11
211,10,yýllarda,11
211,11,78,11
211,12,günüdür,11
211,13,Yýl,11
211,14,sonuna,11
211,15,kadar,11
211,16,kalan,11
211,17,288,11
211,18,gün,11
211,19,vardýr,11
212,1,Ýstanbul,5
212,2,Taksiciler,6
212,3,Esnaf,6
212,4,Odasý,7
212,5,Baþkaný,6
212,6,Eyüp,10
212,7,Aksu,10
212,8,Taksici,6
212,9,esnafý,11
212,10,ekmeði,11
212,11,için,11
212,12,emeði,11
212,13,her,11
212,14,þeyi,11
212,15,yapar,11
212,16,jlZY57KeoB,11
213,1,12,11
213,2,Mart,3
213,3,Miladi,11
213,4,takvim,11
213,5,ne,11
213,6,göre,11
213,7,yýlýn,11
213,8,71,11
213,9,artýk,11
213,10,yýllarda,11
213,11,72,11
213,12,günüdür,11
213,13,Yýl,11
213,14,sonuna,11
213,15,kadar,11
213,16,kalan,11
213,17,294,11
213,18,gün,11
213,19,vardýr,11
214,1,11,11
214,2,03,11
214,3,1988,3
214,4,Montajýnýn,9
214,5,tamamý,11
214,6,Türkiye,5
214,7,de,11
214,8,yapýlan,11
214,9,ilk,11
214,10,F,11
214,11,16,11
214,12,Hava,8
214,13,Kuvvetleri,8
214,14,Komutanlýðý,8
214,15,na,11
214,16,teslim,11
214,17,edildi,11
215,1,11,11
215,2,03,11
215,3,1702,3
215,4,Ýngiltere,5
215,5,nin,11
215,6,günlük,11
215,7,olarak,11
215,8,yayýmlanan,11
215,9,ilk,11
215,10,ulusal,11
215,11,gazetesi,11
215,12,Daily,9
215,13,Courant,9
215,14,çýkmaya,11
215,15,baþladý,11
216,1,11,3
216,2,03,3
216,3,1867,3
216,4,Giuseppe,10
216,5,Verdi,10
216,6,nin,11
216,7,Don,11
216,8,Carlos,11
216,9,operasý,8
216,10,ilk,11
216,11,kez,11
216,12,Paris,5
216,13,te,11
216,14,Théâtre,8
216,15,Impérial,8
216,16,de,11
216,17,l,11
216,18,Opéra,8
216,19,da,11
216,20,sahnelendi,9
217,1,11,3
217,2,Mart,3
217,3,Miladi,10
217,4,takvim,10
217,5,ne,11
217,6,göre,11
217,7,yýlýn,11
217,8,70,11
217,9,artýk,11
